"","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","ADDRESSBLOCKHOUSENUMBER","LATITUDE","EST_ORIGINAL_COMPLETION_DATE","STATUS","CLEANINGSTARTDATE","ADDRESSUNITNUMBER","ADDRESSFLOORNUMBER","NO_OF_FOOD_STALLS","HYPERLINK","REGION","APPROXIMATE_GFA","LONGITUDE","INFO_ON_CO_LOCATORS","NO_OF_MARKET_STALLS","AWARDED_DATE","LANDYADDRESSPOINT","CLEANINGENDDATE","PHOTOURL","ADDRESSTYPE","RNR_STATUS","ADDRESSBUILDINGNAME","HUP_COMPLETION_DATE","LANDXADDRESSPOINT","ADDRESSSTREETNAME","ADDRESSPOSTALCODE","DESCRIPTION_MYENV","IMPLEMENTATION_DATE","ADDRESS_MYENV","INC_CRC","FMEL_UPD_D","snippet","X","index","lon","lat","popular_times","time_spent","current_popularity","filled","peak","sun0","sun1","sun2","sun3","sun4","sun5","sun6","sun7","sun8","sun9","sun10","sun11","sun12","sun13","sun14","sun15","sun16","sun17","sun18","sun19","sun20","sun21","sun22","sun23","mon0","mon1","mon2","mon3","mon4","mon5","mon6","mon7","mon8","mon9","mon10","mon11","mon12","mon13","mon14","mon15","mon16","mon17","mon18","mon19","mon20","mon21","mon22","mon23","tue0","tue1","tue2","tue3","tue4","tue5","tue6","tue7","tue8","tue9","tue10","tue11","tue12","tue13","tue14","tue15","tue16","tue17","tue18","tue19","tue20","tue21","tue22","tue23","wed0","wed1","wed2","wed3","wed4","wed5","wed6","wed7","wed8","wed9","wed10","wed11","wed12","wed13","wed14","wed15","wed16","wed17","wed18","wed19","wed20","wed21","wed22","wed23","thu0","thu1","thu2","thu3","thu4","thu5","thu6","thu7","thu8","thu9","thu10","thu11","thu12","thu13","thu14","thu15","thu16","thu17","thu18","thu19","thu20","thu21","thu22","thu23","fri0","fri1","fri2","fri3","fri4","fri5","fri6","fri7","fri8","fri9","fri10","fri11","fri12","fri13","fri14","fri15","fri16","fri17","fri18","fri19","fri20","fri21","fri22","fri23","sat0","sat1","sat2","sat3","sat4","sat5","sat6","sat7","sat8","sat9","sat10","sat11","sat12","sat13","sat14","sat15","sat16","sat17","sat18","sat19","sat20","sat21","sat22","sat23"
"78","Our Tampines Hub","New Centre","","","","",-1,0,-1,0,"","1","","6/8/2016","Existing (new)","","","","","","","2241","","hawker centre/ community club  offices/regional library/heritage centre/swimming complex/sports facilities/branch hawker centre/office/national arts council/hometeam ns clubhouse/family medical centre/senior care centre","","7/5/2014","37328.97","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/our-tampines-hub.jpg","","","Our Tampines Hub","","39841.96","Tampines Walk","528523","","1/8/2013","1 Tampines Walk, Singapore 528523","17E2D59BE03D01F0","20210330151704","",55,55,1.35365359900789,103.937534350918,0,"People typically spend 15 min here",10,0,12,0,0,0,0,0,0,2,9,24,47,74,94,100,87,64,45,43,59,74,69,44,19,0,0,1,0,0,1,1,0,3,10,19,29,41,64,91,86,51,29,34,49,59,56,41,23,9,2,1,1,1,1,1,0,3,9,17,26,39,66,96,84,43,26,38,59,70,62,41,19,6,0,1,1,1,1,1,0,2,5,12,26,45,63,71,64,46,29,22,33,52,58,41,18,4,1,1,1,1,1,1,3,6,10,14,21,34,54,70,67,49,31,28,41,57,61,47,26,10,1,0,0,0,0,0,0,5,12,21,28,37,58,90,93,57,30,35,59,79,78,56,29,0,0,1,1,1,1,1,1,4,17,36,55,68,79,88,82,59,39,39,55,71,71,54,31,13,3
"4","Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","226D","","13/10/1976","Existing","","","","","","","","","","","","38757.950000000004","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154827180.jpg","I","","","20/1/2010","28658.02","Ang Mo Kio Ave 1","564226","","","Blk 226D, Ang Mo Kio Ave 1, Singapore 564226","0177924BDD93F6F1","20210330151704","",62,62,1.36722299899795,103.837833850918,0,"People typically spend 20 min to 1 hr here",84,0,8,0,0,0,0,0,7,26,56,86,100,96,86,71,49,27,16,18,26,31,28,18,8,0,0,0,0,0,0,0,4,16,32,41,40,38,40,38,28,16,10,11,16,19,18,12,5,0,0,0,0,0,0,0,4,20,42,56,53,48,48,45,32,16,9,11,18,22,20,13,6,0,0,0,0,0,0,0,5,21,42,54,53,51,54,51,36,19,12,14,21,25,23,15,6,0,0,0,0,0,0,0,6,24,46,58,55,51,52,49,37,22,13,14,20,25,24,17,8,0,0,0,0,0,0,0,6,24,47,59,54,48,49,46,31,15,8,10,18,24,23,16,8,0,0,0,0,0,0,0,8,27,54,78,85,79,70,58,42,25,17,19,24,27,24,16,8,0,0
"32","Chomp Chomp Food Centre","HUP Standard Upgrading","","","","",-1,0,-1,0,"","20","","1972","Existing","","","","","","","613.55","","","","","38475","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155330191.jpg","I","","","31/3/2004","31696.72","Kensington Park Road","557269","","","20, Kensington Park Road, Singapore 557269","FD83AAB03A20C9C8","20210330151704","",79,79,1.36423039900014,103.864217250918,0,"People typically spend 25 min to 1.5 hr here",0,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,74,100,94,80,70,54,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,42,54,58,53,40,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,49,62,67,59,43,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,48,62,68,64,50,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,69,81,80,77,67,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,77,89,89,93,91,67,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,90,95,92,92,82,57
"7","Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","453A","","11/4/1979","Existing","","","","","","","","","","","","38918.61","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259902043777.jpg","I","","","1/1/2002","30563.28","Ang Mo Kio Ave 10","561453","","","Blk 453A, Ang Mo Kio Ave 10, Singapore 561453","D0070B6740BA2459","20210330151704","",65,65,1.36803549899736,103.854377450918,0,"People typically spend 25 min to 1 hr here",100,0,10,0,0,0,0,0,0,0,52,78,97,100,85,60,36,21,15,15,17,16,12,7,0,0,0,0,0,0,0,0,0,0,24,34,34,29,29,28,20,10,6,6,8,8,7,5,0,0,0,0,0,0,0,0,0,0,38,51,51,46,43,39,27,13,7,8,11,12,11,7,0,0,0,0,0,0,0,0,0,0,37,51,53,48,45,41,30,16,9,10,13,14,12,7,0,0,0,0,0,0,0,0,0,0,37,51,53,48,48,46,33,16,8,9,14,16,14,8,0,0,0,0,0,0,0,0,0,0,40,53,54,48,46,42,30,16,10,10,13,14,12,8,0,0,0,0,0,0,0,0,0,0,49,71,79,75,66,55,39,23,15,14,16,16,13,9,0,0,0
"12","Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","226H","","30/9/1976","Existing","","","","","","","","","","","","38806.88","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901689557.jpg","I","","","13/12/2003","28738.350000000002","Ang Mo Kio Street 22","568226","","","Blk 226H, Ang Mo Kio Street 22, Singapore 568226","69908CB7FA26111C","20210330151704","",70,70,1.36722299899795,103.837833850918,0,"People typically spend 20 min to 1 hr here",100,0,8,0,0,0,0,0,7,26,56,86,100,96,86,71,49,27,16,18,26,31,28,18,8,0,0,0,0,0,0,0,4,16,32,41,40,38,40,38,28,16,10,11,16,19,18,12,5,0,0,0,0,0,0,0,4,20,42,56,53,48,48,45,32,16,9,11,18,22,20,13,6,0,0,0,0,0,0,0,5,21,42,54,53,51,54,51,36,19,12,14,21,25,23,15,6,0,0,0,0,0,0,0,6,24,46,58,55,51,52,49,37,22,13,14,20,25,24,17,8,0,0,0,0,0,0,0,6,24,47,59,54,48,49,46,31,15,8,10,18,24,23,16,8,0,0,0,0,0,0,0,8,27,54,78,85,79,70,58,42,25,17,19,24,27,24,16,8,0,0
"11","Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market)","HUP Reconfiguration","","","","",-1,0,-1,0,"","724","","31/1/1980","Existing","","","","","","","","","","","","39356.14","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155216756.jpg","I","","","2/1/2008","29469.07","Ang Mo Kio Ave 6","560724","","","Blk 724, Ang Mo Kio Ave 6, Singapore 560724","8285869DC2133C35","20210330151704","",69,69,1.37218409899432,103.844365150918,0,"People typically spend 45 min here",78,0,12,0,0,0,0,0,0,0,0,63,92,92,90,100,97,72,45,40,59,76,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,68,58,33,15,16,27,36,31,18,0,0,0,0,0,0,0,0,0,0,0,21,32,44,59,68,65,49,31,26,37,51,48,29,0,0,0,0,0,0,0,0,0,0,0,30,44,54,67,78,75,52,29,24,37,49,44,25,0,0,0,0,0,0,0,0,0,0,0,25,42,60,72,75,66,50,33,26,36,55,55,32,0,0,0,0,0,0,0,0,0,0,0,25,42,61,75,79,69,51,34,27,41,62,66,43,0,0,0,0,0,0,0,0,0,0,0,55,87,93,85,87,90,72,45,36,54,75,72,45,0,0,0
"8","Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","527","","24/12/1979","Existing","","","","","","","","","","","","39419.450000000004","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265165592824.jpg","I","","","21/2/2004","30355.32","Ang Mo Kio Ave 10","560527","","","Blk 527, Ang Mo Kio Ave 10, Singapore 560527","4658734009F689AC","20210330151704","",66,66,1.37280569899386,103.852264150918,0,"People typically spend 20-45 min here",100,0,8,0,0,0,0,0,19,39,63,85,99,100,88,68,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,38,46,44,38,39,42,31,16,12,15,18,19,17,13,8,3,0,0,0,0,0,0,15,33,51,59,58,55,54,46,31,18,13,16,20,22,20,15,9,3,0,0,0,0,0,0,18,37,54,62,61,60,61,55,40,23,16,18,23,26,23,16,8,2,1,0,0,0,0,0,19,40,59,66,61,57,58,54,40,24,17,18,23,25,23,17,10,4,0,0,0,0,0,0,16,36,57,66,62,58,59,55,38,21,14,17,21,23,22,16,10,4,0,0,0,0,0,0,18,39,63,82,92,89,77,61,43,29,21,19,21,21,20,16,11,6,2
"9","Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","160/162","","30/6/1981","Existing","","","","","","","","","","","","39609.54","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265165416622.jpg","I","","","31/12/2008","28656.12","Ang Mo Kio Ave 4","560160","","","Blk 160/162, Ang Mo Kio Ave 4, Singapore 560160/560162","546287EB6E4D82D7","20210330151704","",67,67,1.37418439899285,103.836635550918,0,"People typically spend 25 min to 1 hr here",100,0,9,0,0,0,0,0,0,27,58,88,100,93,82,67,43,20,9,7,7,7,6,0,0,0,0,0,0,0,0,0,0,20,34,43,40,33,36,41,27,9,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,45,57,52,42,47,52,33,11,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,25,43,52,48,41,47,52,33,12,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,23,45,58,54,45,50,52,34,12,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,27,47,57,53,45,49,52,33,12,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,28,57,80,82,73,66,57,38,19,9,7,7,7,6,0,0,0,0
"84","Sembawang Hills Food Centre (Jalan Leban Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","590","","1974","Existing","","","","","","","884.38","","","","","39376.87","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155861677.jpg","I","","","26/2/2003","27518.75","Upper Thomson Road","574419","","","590, Upper Thomson Road, Singapore 574419","6CC207917DD43B91","20210330151704","",3,3,1.37228829899424,103.826813450918,0,"People typically spend 20-45 min here",67,0,12,0,0,0,0,0,0,22,48,76,92,95,93,86,71,51,36,28,23,19,14,10,0,0,0,0,0,0,0,0,0,13,38,59,54,50,67,77,59,37,27,24,21,18,14,10,0,0,0,0,0,0,0,0,0,16,46,69,61,52,70,85,67,43,32,28,24,20,15,10,0,0,0,0,0,0,0,0,0,19,45,68,73,66,77,94,75,46,33,29,26,21,16,11,0,0,0,0,0,0,0,0,0,19,48,73,68,57,74,95,77,49,38,33,29,24,18,13,0,0,0,0,0,0,0,0,0,18,49,72,65,56,73,91,78,52,37,32,28,24,19,14,0,0,0,0,0,0,0,0,0,24,59,91,98,95,100,99,83,62,48,41,36,29,22,15,0,0,0
"10","Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market)","HUP Rebuilding","","","","",-1,0,-1,0,"","628","","31/12/1979","Existing","","","","","","","","","","","","40332.23","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-628-ang-mo-kio-ave-4.jpg","I","","","16/12/2009","28819.49","Ang Mo Kio Ave 4","560628","","","Blk 628, Ang Mo Kio Ave 4, Singapore 560628","CE6A36B469B2B914","20210330151704","",68,68,1.38088399898795,103.838396150918,0,"People typically spend 20 min to 1 hr here",95,0,10,0,0,0,0,0,0,27,53,80,96,100,93,78,57,37,28,26,26,25,21,16,10,0,0,0,0,0,0,0,0,16,28,36,36,34,42,50,40,23,17,18,19,18,15,11,6,0,0,0,0,0,0,0,0,20,40,53,52,50,56,55,41,24,17,18,20,20,18,14,9,0,0,0,0,0,0,0,0,20,38,52,54,51,57,62,48,27,18,18,20,20,17,12,7,0,0,0,0,0,0,0,0,22,43,57,57,57,67,67,48,27,20,22,25,26,22,16,10,0,0,0,0,0,0,0,0,24,47,62,60,56,62,62,44,26,20,22,24,24,21,15,10,0,0,0,0,0,0,0,0,31,57,80,89,88,83,74,55,35,25,24,27,27,23,17,11,0,0
"80","Pasir Ris Central Hawker Centre","New Centre","","","","",-1,0,-1,0,"","110","","16/10/2017","Existing (new)","","","","","","","4771","","","","15/7/2015","39493.21","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/pasir-ris-central-hawker-centre.jpg","","","Pasir Ris Central Hawker Centre","","41156.94","Pasir Ris Central","519641","","29/7/2015","Blk 110, Pasir Ris Central, Singapore 519641","0EC198F965C801F8","20210330151704","",57,57,1.3735775989933,103.949277450918,0,"People typically spend 30 min to 1 hr here",37,0,19,0,0,0,0,0,0,0,22,47,65,72,85,97,87,58,34,38,70,98,88,50,18,0,0,0,0,0,0,0,0,0,23,37,35,33,49,67,62,38,21,25,46,64,61,39,16,0,0,0,0,0,0,0,0,0,19,37,37,32,46,64,61,40,22,22,41,59,58,38,16,0,0,0,0,0,0,0,0,0,28,42,40,38,54,75,71,45,25,29,52,74,73,49,23,0,0,0,0,0,0,0,0,0,24,42,37,32,53,76,69,40,20,27,56,82,79,50,21,0,0,0,0,0,0,0,0,0,26,47,47,43,62,87,80,48,24,28,56,87,92,66,32,0,0,0,0,0,0,0,0,0,22,53,69,68,79,98,96,67,38,33,60,95,100,66,27,0,0
"31","Changi Village Blk 2 and 3","HUP Standard Upgrading","","","","",-1,0,-1,0,"","2&3","","12/11/1975","Existing","","","","","","","","","","","","41231.42","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267846802175.jpg","I","","","28/12/2012","45241.4","Changi Village Road","500002","","","Blk 2/3, Changi Village Road, Singapore 500002/500003","DC5973E8261726EB","20210330151704","",78,78,1.38975569898145,103.985755950918,0,"People typically spend 30 min to 1 hr here",85,0,19,28,15,6,1,1,10,25,44,62,72,77,79,80,74,64,59,65,75,82,79,66,46,28,13,5,1,0,0,0,0,12,22,27,27,29,42,55,49,32,24,27,34,39,40,36,28,19,11,6,2,0,0,0,0,12,24,30,28,32,52,68,57,35,27,32,40,45,45,40,31,22,13,5,1,0,0,0,0,10,24,34,34,36,53,70,61,39,28,31,38,43,42,37,29,20,12,6,1,0,0,0,0,12,25,31,29,32,52,68,59,38,29,33,42,48,49,44,35,24,14,0,0,0,0,0,0,14,24,31,32,37,50,63,59,43,32,34,44,55,62,62,55,43,29,17,8,2,0,0,5,19,43,62,65,63,66,73,71,61,56,63,77,92,100,97,85,66,46
"28","Bukit Panjang Hawker Centre","New Centre","","","","",-1,0,-1,0,"","2","","31/7/2015","Existing (new)","","","","","","","4500","","","","","39953.67","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bukit-panjang-hawker-centre.jpg","","","","","21230.49","Bukit Panjang Ring Road","679947","","","2 Bukit Panjang Ring Road, Singapore 679947","2FEB0DCC8CCF59D4","20210330151704","",43,43,1.37745739899045,103.770300650918,0,"People typically spend 20 min to 1 hr here",100,0,9,0,0,0,0,0,0,27,58,88,100,97,95,90,70,45,31,34,43,49,44,31,17,0,0,0,0,0,0,0,0,16,32,42,41,41,52,57,44,27,21,24,28,29,27,21,14,0,0,0,0,0,0,0,0,20,44,59,56,51,58,61,48,30,23,26,32,36,34,27,18,0,0,0,0,0,0,0,0,23,49,64,60,57,66,70,56,34,22,25,36,42,40,29,16,0,0,0,0,0,0,0,0,20,53,72,61,52,63,69,55,33,21,25,38,47,46,34,19,0,0,0,0,0,0,0,0,25,56,75,67,56,61,68,57,36,23,24,34,42,43,34,22,0,0,0,0,0,0,0,0,31,66,93,95,88,86,80,62,41,32,36,45,50,46,35,21,0,0
"33","Ci Yuan Hawker Centre","New Centre","","","","",-1,0,-1,0,"","51","","2/7/2015","Existing (new)","","","","","","","2047.29","","hawker centre/community club/family medicine clinic/senior care centre","","","39713.520000000004","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/ci-yuan-hawker-centre.jpg","","","","","33526.48","Hougang Avenue 9","538776","","","51 Hougang Avenue 9, Singapore 538776","2AA90E9CB7222D3A","20210330151704","",80,80,1.37555229899185,103.880757250918,0,"People typically spend 25 min to 1 hr here",81,0,19,1,0,0,1,1,1,13,37,68,86,85,80,83,78,54,28,27,60,100,95,52,14,0,1,1,1,1,1,1,2,14,32,45,43,36,51,78,69,32,11,18,41,61,60,39,16,2,1,1,0,0,1,1,1,12,33,48,43,35,51,74,64,30,11,19,47,72,68,40,13,1,1,1,0,1,1,1,4,18,38,50,45,38,51,71,63,32,12,20,50,78,77,47,17,2,1,1,0,1,1,1,4,18,39,51,48,42,55,78,76,45,19,21,48,81,87,58,24,4,1,1,1,0,1,1,2,16,37,53,50,41,53,72,63,31,14,24,54,83,83,56,24,5,1,1,1,0,1,1,1,12,35,62,75,69,61,61,59,44,27,27,51,82,88,61,26,5,1
"111","Yishun Park Hawker Centre","New Centre","","","","",-1,0,-1,0,"","51","","3/7/2017","Existing (new)","","","","","","","3364","","","","23/10/2015","45196.73","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/yishun-hawker-centre.jpg","","","Yishun Park Hawker Centre","","29271.88","Yishun Avenue 11","768867","","25/11/2015","Blk 51, Yishun Avenue 11, Singapore 768867","2676B659B081726B","20210330151704","",30,30,1.42501849895562,103.842526650918,0,"People typically spend 25 min to 1 hr here",54,0,12,0,0,0,0,0,0,6,17,35,59,84,99,100,85,63,47,49,72,96,89,55,23,0,0,0,0,0,0,0,0,7,14,21,27,32,47,69,60,28,14,23,40,54,55,41,22,0,0,0,0,0,0,0,0,7,14,21,29,38,58,80,63,29,17,25,45,64,63,43,19,0,0,0,0,0,0,0,0,11,19,26,33,41,60,81,70,38,24,35,57,73,71,51,26,0,0,0,0,0,0,0,0,10,20,31,39,45,59,85,77,35,20,33,58,76,73,51,25,0,0,0,0,0,0,0,0,11,19,27,33,40,58,81,73,38,19,28,54,79,83,63,33,0,0,0,0,0,0,0,0,8,18,33,54,75,89,90,78,59,44,45,65,92,96,70,35,0,0
"112","Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","104/105","","31/3/1984","Existing","","","","","","","","","","","","45907.73","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267438077554.jpg","I","","","4/8/2003","27467.95","Yishun Ring Road","760104","","","Blk 104/105, Yishun Ring Road, Singapore 760104/760105","A75CB1D53B86E438","20210330151704","",31,31,1.43168849895074,103.826126350918,0,"People typically spend 25 min to 1 hr here",76,0,10,0,0,0,0,0,9,23,45,69,90,100,94,77,58,45,40,41,43,42,36,27,17,8,0,0,0,0,0,0,5,10,18,26,35,41,43,40,32,24,19,21,27,31,29,21,11,3,0,0,0,0,0,0,4,16,32,44,47,46,47,47,39,26,20,24,32,36,33,24,13,5,0,0,0,0,0,0,6,16,30,41,48,50,50,44,34,25,22,26,32,35,32,25,16,7,0,0,0,0,0,0,7,19,34,46,51,51,51,47,38,26,21,25,33,38,37,28,17,7,0,0,0,0,0,0,6,19,35,49,53,52,50,47,38,26,22,25,31,35,33,26,17,8,0,0,0,0,0,0,10,25,46,67,81,85,81,70,56,42,35,35,38,39,36,29,20,11,0
"64","Kampung Admiralty Hawker Centre","New Centre","","","","",-1,0,-1,0,"","676","","8/5/2017","Existing (new)","","","","","","","3440","","studio apartments/supermarket/shops/specialist centre/senior care centre/child care centre/senior activity centre","","17/10/2014","46846","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/kampung-admiralty-hawker-centre.jpg","","","Kampung Admiralty","","24369.66","Woodlands Drive 71","730676","","1/4/2014","Blk 676, Woodlands Drive 71, Singapore 730676","8E56FA1F3FFB53FC","20210330151704","",111,111,1.43967589894489,103.798486050918,0,"0",100,0,11,0,0,0,0,0,0,0,35,61,81,89,95,100,89,67,52,56,69,77,71,54,33,0,0,0,0,0,0,0,0,0,29,51,71,82,84,79,69,58,53,53,55,54,47,36,24,0,0,0,0,0,0,0,0,0,28,49,70,84,87,79,66,54,49,48,50,49,44,35,23,0,0,0,0,0,0,0,0,0,35,59,74,79,87,92,80,58,46,50,60,65,61,48,31,0,0,0,0,0,0,0,0,0,30,48,68,86,96,93,79,61,50,50,60,69,67,51,30,0,0,0,0,0,0,0,0,0,36,62,79,83,85,87,79,63,52,53,62,69,65,52,34,0,0,0,0,0,0,0,0,0,33,64,86,88,83,81,76,61,51,54,65,73,71,58,39,0,0
"69","Marsiling Mall Hawker Centre","New Replacement Centre","","","","",-1,0,-1,0,"","4","","8/11/2017","Existing (new)","","","","","","","3661","","hawker centre/supermarket/shops","","4/9/2015","46139.03","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/mmhc.jpg","","","Marsiling Mall","","22042.510000000002","Woodlands Street 12","738623","","1/1/2016","Blk 4,Woodlands St 12,SingaporeÂ 738623","67D9A36B9A97AE82","20210330151704","",46,46,1.4335075989494,103.777669850918,0,"People typically spend 5-30 min here",0,0,18,0,0,0,0,0,0,0,0,0,0,82,99,100,82,59,43,48,71,88,78,47,19,0,0,0,0,0,0,0,0,0,0,0,0,35,53,63,54,34,21,24,40,53,48,30,13,0,0,0,0,0,0,0,0,0,0,0,0,39,55,65,58,40,27,29,46,59,56,37,17,0,0,0,0,0,0,0,0,0,0,0,0,45,65,75,63,40,26,30,50,65,61,39,17,0,0,0,0,0,0,0,0,0,0,0,0,46,68,78,65,40,26,35,58,75,68,42,18,0,0,0,0,0,0,0,0,0,0,0,0,46,62,71,64,47,32,34,57,80,78,51,22,0,0,0,0,0,0,0,0,0,0,0,0,65,77,80,70,55,42,44,63,83,79,51,22,0,0
"68","Marsiling Lane Blk 20/21","HUP Standard Upgrading","","","","",-1,0,-1,0,"","20/21","","15/9/1975","Existing","","","","","","","","","","","","47282.71","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152527264.jpg","I","","","2/3/2009","21755.23","Marsiling Lane","730020","","","Blk 20/21, Marsiling Lane, Singapore 730020/730021","F48BB5AA1CD92E13","20210330151704","",45,45,1.44346009894212,103.774684250918,0,"People typically spend 20 min to 1 hr here",100,0,10,0,0,0,0,0,15,36,62,84,97,100,88,64,41,28,25,26,25,22,0,0,0,0,0,0,0,0,0,0,10,22,32,36,32,28,29,29,23,15,13,17,22,24,20,14,0,0,0,0,0,0,0,0,13,30,46,52,50,45,41,35,25,16,14,18,24,26,23,16,0,0,0,0,0,0,0,0,15,32,49,56,53,49,46,41,30,21,18,21,24,25,21,14,0,0,0,0,0,0,0,0,14,32,50,57,52,47,47,44,32,20,17,21,26,26,22,15,0,0,0,0,0,0,0,0,16,33,50,57,54,48,44,38,28,19,16,19,23,24,21,14,0,0,0,0,0,0,0,0,16,39,64,79,80,76,69,56,38,26,24,26,27,25,19,13,0,0,0
"23","Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village)","HUP Reconfiguration","","","","",-1,0,-1,0,"","221A/B","","2/1/1976","Existing","","","","","","","","","","","","36373.79","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154766447.jpg","I","","","1/8/2004","14587.57","Boon Lay Place","641221","","","Blk 221A/B, Boon Lay Place, Singapore 641221/642221","84F8C2B46575585C","20210330151704","",38,38,1.34574339901368,103.710873150918,0,"People typically spend 20 min to 1 hr here",91,0,19,1,1,1,1,1,16,36,58,80,95,100,91,74,54,41,40,50,64,74,73,61,42,22,6,1,1,1,1,0,10,20,28,31,29,27,37,50,38,17,14,26,41,52,54,47,33,18,4,1,1,1,1,2,13,25,34,38,37,36,45,54,41,20,15,27,43,57,60,52,36,18,3,1,1,1,1,3,15,28,39,43,41,39,51,64,47,22,19,33,51,63,66,57,41,23,7,1,1,1,1,2,15,31,42,46,41,37,48,62,45,21,20,36,54,66,69,61,45,26,10,3,1,1,1,2,15,31,43,46,41,37,48,59,43,21,20,33,49,62,67,62,49,33,17,1,1,1,1,6,24,44,59,66,68,67,66,59,47,37,34,42,56,68,72,66,51,32,15
